received_times,all_data.zipcode_of_incident,all_data.unit_type
744.45,94102,ENGINE
773.65,94102,MEDIC
744.45,94102,TRUCK
530.7833333,94102,MEDIC
799.4666667,94102,MEDIC
719.6666667,94102,ENGINE
736.75,94102,MEDIC
1284.066667,94102,ENGINE
625.7833333,94102,MEDIC
1223.05,94102,MEDIC
1112.066667,94102,MEDIC
277.5,94102,PRIVATE
990.1333333,94102,ENGINE
852.7833333,94102,MEDIC
711.35,94102,PRIVATE
515.2,94102,MEDIC
207.65,94102,MEDIC
909.95,94102,ENGINE
903.3,94102,CHIEF
546.7666667,94102,PRIVATE
946.3333333,94102,MEDIC
836.3,94102,ENGINE
949.05,94102,MEDIC
977.65,94102,MEDIC
295.6,94102,TRUCK
1021.416667,94102,CHIEF
1183.85,94102,MEDIC
653.8833333,94102,ENGINE
427.8666667,94102,ENGINE
818.4666667,94102,ENGINE
507.1833333,94102,TRUCK
296.6833333,94102,MEDIC
1021.416667,94102,ENGINE
744.45,94102,MEDIC
503.75,94102,ENGINE
750.6666667,94102,MEDIC
662.9666667,94102,PRIVATE
1371.883333,94102,RESCUE CAPTAIN
662.9666667,94102,ENGINE
240.6833333,94102,MEDIC
476.4333333,94102,ENGINE
603.2666667,94102,MEDIC
1142.233333,94102,ENGINE
1142.233333,94102,TRUCK
744.45,94102,CHIEF
443.6333333,94102,ENGINE
1117.1,94102,ENGINE
702.2333333,94102,PRIVATE
264.05,94102,PRIVATE
977.65,94102,MEDIC
515.2,94102,ENGINE
267.2666667,94102,PRIVATE
608.9666667,94102,PRIVATE
476.4333333,94102,MEDIC
1121.15,94102,PRIVATE
353.1166667,94102,PRIVATE
1197.333333,94102,ENGINE
719.6666667,94102,MEDIC
1326.466667,94102,ENGINE
711.35,94102,ENGINE
47.95,94102,PRIVATE
818.4666667,94102,MEDIC
932.3833333,94102,ENGINE
653.8833333,94102,MEDIC
909.95,94102,CHIEF
507.1833333,94102,ENGINE
1094.45,94102,TRUCK
189.6,94102,RESCUE CAPTAIN
1213.283333,94102,MEDIC
1197.333333,94102,PRIVATE
927.2666667,94102,TRUCK
295.6,94102,CHIEF
267.2666667,94102,ENGINE
1284.066667,94102,CHIEF
719.6666667,94102,TRUCK
14.95,94102,ENGINE
981.8166667,94102,MEDIC
903.3,94102,PRIVATE
744.45,94102,ENGINE
476.4333333,94102,ENGINE
1117.1,94102,MEDIC
546.7666667,94102,RESCUE CAPTAIN
744.45,94102,ENGINE
189.6,94102,ENGINE
1021.416667,94102,TRUCK
410.9333333,94102,MEDIC
990.1333333,94102,MEDIC
1223.05,94102,ENGINE
932.3833333,94102,MEDIC
410.9333333,94102,ENGINE
753.2,94102,PRIVATE
1112.65,94102,MEDIC
1094.45,94102,ENGINE
702.2333333,94102,TRUCK
1213.283333,94102,ENGINE
47.95,94102,ENGINE
702.2333333,94102,ENGINE
902.6666667,94102,PRIVATE
295.6,94102,ENGINE
1112.066667,94102,MEDIC
1371.883333,94102,ENGINE
434.3,94102,TRUCK
277.5,94102,TRUCK
744.45,94102,TRUCK
189.6,94102,PRIVATE
1112.65,94102,ENGINE
753.2,94102,ENGINE
761.8666667,94102,ENGINE
1326.466667,94102,PRIVATE
546.7666667,94102,ENGINE
744.45,94102,CHIEF
750.6666667,94102,ENGINE
914.2,94102,PRIVATE
443.6333333,94102,MEDIC
503.75,94102,MEDIC
641.65,94102,MEDIC
852.7833333,94102,TRUCK
1293.283333,94102,MEDIC
744.45,94102,RESCUE SQUAD
736.75,94102,ENGINE
903.3,94102,ENGINE
434.3,94102,ENGINE
1112.066667,94102,MEDIC
427.8666667,94102,MEDIC
264.05,94102,ENGINE
14.95,94102,MEDIC
913.0666667,94102,MEDIC
791.3,94102,ENGINE
761.8666667,94102,MEDIC
913.0666667,94102,ENGINE
744.45,94102,CHIEF
1274.783333,94102,PRIVATE
1142.233333,94102,RESCUE CAPTAIN
852.7833333,94102,RESCUE SQUAD
914.2,94102,ENGINE
791.3,94102,TRUCK
608.9666667,94102,ENGINE
1142.233333,94102,MEDIC
744.45,94102,ENGINE
927.2666667,94102,ENGINE
719.6666667,94102,ENGINE
836.3,94102,MEDIC
909.95,94102,TRUCK
1371.883333,94102,PRIVATE
1101.233333,94102,MEDIC
894.5166667,94102,MEDIC
1270.35,94102,MEDIC
1101.233333,94102,ENGINE
664.9833333,94102,PRIVATE
664.9833333,94102,ENGINE
1004.5,94102,MEDIC
518.4333333,94102,PRIVATE
899.7,94102,TRUCK
943.1166667,94102,ENGINE
933.2666667,94102,ENGINE
1124.233333,94102,ENGINE
1132.783333,94102,CHIEF
1028.45,94102,MEDIC
537.85,94102,PRIVATE
1141.966667,94102,RESCUE SQUAD
537.85,94102,PRIVATE
537.85,94102,PRIVATE
1159,94102,TRUCK
1264.283333,94102,ENGINE
308.85,94102,ENGINE
899.7,94102,ENGINE
1310.566667,94102,ENGINE
1141.966667,94102,ENGINE
129.7333333,94102,ENGINE
1255.866667,94102,CHIEF
129.7333333,94102,TRUCK
1141.966667,94102,CHIEF
203.95,94102,MEDIC
129.7333333,94102,ENGINE
933.2666667,94102,CHIEF
1311.233333,94102,MEDIC
1385.666667,94102,ENGINE
129.7333333,94102,TRUCK
1141.966667,94102,ENGINE
1141.966667,94102,CHIEF
1310.566667,94102,MEDIC
1141.966667,94102,ENGINE
129.7333333,94102,MEDIC
345.05,94102,ENGINE
943.1166667,94102,TRUCK
317.4333333,94102,MEDIC
308.85,94102,PRIVATE
1264.283333,94102,MEDIC
735.5833333,94102,ENGINE
620.85,94102,MEDIC
129.7333333,94102,CHIEF
888.35,94102,TRUCK
984.0166667,94102,PRIVATE
984.0166667,94102,ENGINE
1132.783333,94102,ENGINE
518.4333333,94102,ENGINE
899.7,94102,CHIEF
129.7333333,94102,ENGINE
1310.566667,94102,TRUCK
833.7,94102,ENGINE
180.7166667,94102,MEDIC
963.55,94102,PRIVATE
804.3666667,94102,ENGINE
1141.966667,94102,TRUCK
1159,94102,ENGINE
1270.35,94102,PRIVATE
1264.283333,94102,ENGINE
1159,94102,CHIEF
640.6,94102,ENGINE
735.5833333,94102,MEDIC
1255.866667,94102,TRUCK
899.7,94102,ENGINE
943.1166667,94102,CHIEF
888.35,94102,CHIEF
1124.233333,94102,MEDIC
640.6,94102,MEDIC
129.7333333,94102,CHIEF
1060.266667,94102,MEDIC
1218.75,94102,MEDIC
833.7,94102,PRIVATE
129.7333333,94102,CHIEF
777.3333333,94102,PRIVATE
1141.966667,94102,ENGINE
676.3166667,94102,CHIEF
1141.966667,94102,ENGINE
664.0166667,94102,MEDIC
899.7,94102,CHIEF
1060.266667,94102,ENGINE
679,94102,PRIVATE
1060.266667,94102,MEDIC
1141.966667,94102,CHIEF
559.55,94102,PRIVATE
194.5666667,94102,MEDIC
1144.966667,94102,MEDIC
801.5333333,94102,MEDIC
1218.75,94102,ENGINE
804.3666667,94102,MEDIC
1043.383333,94102,TRUCK
692.2,94102,PRIVATE
1141.966667,94102,MEDIC
1255.866667,94102,ENGINE
345.05,94102,PRIVATE
1385.666667,94102,MEDIC
899.7,94102,CHIEF
899.7,94102,SUPPORT
1141.966667,94102,PRIVATE
559.55,94102,PRIVATE
679,94102,ENGINE
899.7,94102,TRUCK
1270.35,94102,MEDIC
676.3166667,94102,ENGINE
676.3166667,94102,TRUCK
888.35,94102,ENGINE
745.0666667,94102,ENGINE
933.2666667,94102,TRUCK
1141.966667,94102,TRUCK
129.7333333,94102,RESCUE SQUAD
1132.783333,94102,TRUCK
129.7333333,94102,INVESTIGATION
1059.383333,94102,TRUCK
465.4833333,94102,PRIVATE
1286.733333,94102,ENGINE
864.5333333,94102,MEDIC
541.5166667,94102,ENGINE
472.6333333,94102,TRUCK
1121.116667,94102,TRUCK
889.5,94102,PRIVATE
775.8333333,94102,PRIVATE
43,94102,ENGINE
1111.8,94102,ENGINE
949.4833333,94102,TRUCK
1069.8,94102,MEDIC
717.5666667,94102,ENGINE
517.7333333,94102,ENGINE
848.2,94102,MEDIC
1121.116667,94102,ENGINE
324.1166667,94102,MEDIC
1069.8,94102,ENGINE
472.6333333,94102,MEDIC
1059.383333,94102,ENGINE
1111.8,94102,RESCUE CAPTAIN
990.3166667,94102,ENGINE
578.6833333,94102,TRUCK
95.83333333,94102,MEDIC
221.8,94102,ENGINE
1111.8,94102,PRIVATE
1286.733333,94102,MEDIC
1027.016667,94102,MEDIC
578.6833333,94102,ENGINE
1027.016667,94102,ENGINE
1267.916667,94102,MEDIC
1025.2,94102,PRIVATE
889.5,94102,ENGINE
578.6833333,94102,CHIEF
717.5666667,94102,MEDIC
1059.383333,94102,CHIEF
848.9666667,94102,ENGINE
580.4333333,94102,ENGINE
1363.7,94102,PRIVATE
38.06666667,94102,ENGINE
38.06666667,94102,PRIVATE
1059.383333,94102,MEDIC
1069.8,94102,ENGINE
651.0166667,94102,PRIVATE
427.9,94102,PRIVATE
793.0666667,94102,ENGINE
541.8666667,94102,ENGINE
1053.45,94102,PRIVATE
949.4833333,94102,MEDIC
864.5333333,94102,ENGINE
493.35,94102,PRIVATE
1042.116667,94102,MEDIC
1059.383333,94102,RESCUE CAPTAIN
793.0666667,94102,MEDIC
579.4333333,94102,MEDIC
1363.7,94102,ENGINE
579.4333333,94102,ENGINE
1203.566667,94102,TRUCK
293.7166667,94102,MEDIC
1320.483333,94102,ENGINE
541.8666667,94102,MEDIC
1059.433333,94102,MEDIC
775.8333333,94102,ENGINE
1059.433333,94102,ENGINE
848.2,94102,ENGINE
993.2,94102,MEDIC
1013.05,94102,ENGINE
1337.033333,94102,MEDIC
1013.05,94102,MEDIC
1320.483333,94102,MEDIC
1069.8,94102,RESCUE CAPTAIN
1267.916667,94102,ENGINE
525.0166667,94102,TRUCK
1069.8,94102,RESCUE SQUAD
1286.733333,94102,TRUCK
1042.116667,94102,ENGINE
472.6333333,94102,ENGINE
1053.45,94102,TRUCK
1059.433333,94102,ENGINE
1059.383333,94102,ENGINE
1203.566667,94102,ENGINE
43,94102,MEDIC
840.2333333,94102,MEDIC
1027.016667,94102,RESCUE CAPTAIN
633.7,94102,MEDIC
993.2,94102,ENGINE
1202.016667,94102,MEDIC
766.0333333,94102,MEDIC
541.5166667,94102,MEDIC
427.9,94102,ENGINE
138.8,94102,MEDIC
1059.433333,94102,RESCUE SQUAD
1053.45,94102,ENGINE
1053.45,94102,ENGINE
465.4833333,94102,ENGINE
793.0666667,94102,RESCUE SQUAD
517.7333333,94102,MEDIC
138.8,94102,ENGINE
541.5166667,94102,ENGINE
651.0166667,94102,ENGINE
1352.95,94102,MEDIC
848.9666667,94102,PRIVATE
927.2,94102,PRIVATE
383.8,94102,MEDIC
761.2,94102,MEDIC
221.8,94102,MEDIC
580.4333333,94102,PRIVATE
990.3166667,94102,MEDIC
525.0166667,94102,ENGINE
949.4833333,94102,ENGINE
36.7,94102,ENGINE
306.2166667,94102,MEDIC
1032.466667,94102,ENGINE
902.6833333,94102,MEDIC
1239.566667,94102,ENGINE
746.5,94102,PRIVATE
783.1833333,94102,MEDIC
433.1833333,94102,CHIEF
723.2,94102,RESCUE SQUAD
108.9166667,94102,TRUCK
306.15,94102,ENGINE
372.1833333,94102,MEDIC
1336.533333,94102,MEDIC
1331.816667,94102,MEDIC
461.6,94102,ENGINE
723.2,94102,ENGINE
982.6333333,94102,PRIVATE
1063.1,94102,CHIEF
38.03333333,94102,TRUCK
461.6,94102,MEDIC
1173.3,94102,ENGINE
1339.383333,94102,PRIVATE
1336.533333,94102,MEDIC
141.6833333,94102,TRUCK
1109.75,94102,ENGINE
631.1333333,94102,MEDIC
1179.45,94102,PRIVATE
631.1333333,94102,MEDIC
108.9166667,94102,ENGINE
1264.833333,94102,ENGINE
1336.533333,94102,ENGINE
723.2,94102,TRUCK
306.15,94102,MEDIC
1307.8,94102,PRIVATE
1424.916667,94102,ENGINE
723.2,94102,CHIEF
1239.566667,94102,ENGINE
1179.45,94102,MEDIC
630.1666667,94102,MEDIC
52.88333333,94102,ENGINE
267.6833333,94102,ENGINE
792.8833333,94102,MEDIC
877.6833333,94102,PRIVATE
1264.833333,94102,TRUCK
372.1833333,94102,ENGINE
723.2,94102,CHIEF
1328.566667,94102,PRIVATE
1114.916667,94102,MEDIC
480.5833333,94102,ENGINE
1274.583333,94102,MEDIC
792.8833333,94102,ENGINE
141.6833333,94102,ENGINE
306.15,94102,MEDIC
952.8166667,94102,ENGINE
1124.8,94102,MEDIC
1283.416667,94102,MEDIC
949.3166667,94102,ENGINE
613.8833333,94102,RESCUE CAPTAIN
1394.583333,94102,ENGINE
457.6166667,94102,MEDIC
1212.866667,94102,ENGINE
1394.583333,94102,MEDIC
542.9333333,94102,PRIVATE
496.7666667,94102,PRIVATE
1419.75,94102,ENGINE
1419.75,94102,PRIVATE
723.2,94102,ENGINE
630.1666667,94102,ENGINE
1301.183333,94102,MEDIC
1063.1,94102,TRUCK
141.6833333,94102,CHIEF
630.1666667,94102,ENGINE
723.2,94102,ENGINE
1424.916667,94102,PRIVATE
52.88333333,94102,MEDIC
480.5833333,94102,TRUCK
40.55,94102,TRUCK
38.03333333,94102,ENGINE
723.2,94102,MEDIC
1173.3,94102,MEDIC
52.88333333,94102,MEDIC
267.6833333,94102,ENGINE
723.2,94102,CHIEF
630.1666667,94102,MEDIC
1063.1,94102,ENGINE
1124.8,94102,TRUCK
613.8833333,94102,ENGINE
1109.75,94102,RESCUE CAPTAIN
952.8166667,94102,MEDIC
108.9166667,94102,CHIEF
1212.866667,94102,PRIVATE
1063.1,94102,RESCUE CAPTAIN
267.6833333,94102,MEDIC
40.55,94102,ENGINE
1283.416667,94102,ENGINE
194.6833333,94102,PRIVATE
613.8833333,94102,MEDIC
1331.816667,94102,MEDIC
144.0333333,94102,MEDIC
684.6,94102,PRIVATE
1181.883333,94102,MEDIC
36.7,94102,MEDIC
723.2,94102,TRUCK
949.3166667,94102,PRIVATE
1032.466667,94102,PRIVATE
1239.566667,94102,MEDIC
1109.75,94102,MEDIC
1063.1,94102,MEDIC
1018.333333,94102,MEDIC
631.1333333,94102,ENGINE
1264.833333,94102,ENGINE
783.5666667,94102,ENGINE
607.4833333,94102,TRUCK
963.8,94102,TRUCK
347.55,94102,ENGINE
347.55,94102,CHIEF
373.75,94102,MEDIC
607.4833333,94102,CHIEF
1245.283333,94102,ENGINE
904.2333333,94102,PRIVATE
555.25,94102,ENGINE
88.3,94102,ENGINE
937.5,94102,CHIEF
554.55,94102,ENGINE
1152.266667,94102,MEDIC
347.55,94102,CHIEF
239.4166667,94102,ENGINE
607.4833333,94102,MEDIC
607.4833333,94102,ENGINE
1381.65,94102,ENGINE
239.4166667,94102,CHIEF
905.5666667,94102,RESCUE CAPTAIN
140.25,94102,ENGINE
1171.4,94102,ENGINE
799.5166667,94102,ENGINE
1438.8,94102,ENGINE
868.1333333,94102,ENGINE
619.7333333,94102,ENGINE
554.55,94102,CHIEF
635.7666667,94102,MEDIC
751.25,94102,MEDIC
869.6666667,94102,PRIVATE
1245.283333,94102,TRUCK
384.6833333,94102,MEDIC
972.15,94102,MEDIC
677.6833333,94102,TRUCK
609.4666667,94102,TRUCK
937.5,94102,TRUCK
373.75,94102,ENGINE
972.15,94102,MEDIC
347.55,94102,MEDIC
963.8,94102,ENGINE
963.8,94102,ENGINE
947.3833333,94102,PRIVATE
59.98333333,94102,MEDIC
905.5666667,94102,TRUCK
590.7,94102,MEDIC
972.15,94102,MEDIC
1234.383333,94102,ENGINE
102.9333333,94102,MEDIC
607.4833333,94102,CHIEF
555.25,94102,PRIVATE
868.1333333,94102,TRUCK
963.8,94102,CHIEF
347.55,94102,TRUCK
1212.9,94102,TRUCK
590.7,94102,ENGINE
554.55,94102,TRUCK
1245.283333,94102,CHIEF
713.2166667,94102,ENGINE
515.6,94102,ENGINE
947.3833333,94102,ENGINE
116.9333333,94102,ENGINE
937.5,94102,ENGINE
880.4666667,94102,ENGINE
471.2166667,94102,PRIVATE
758.0333333,94102,MEDIC
1152.266667,94102,ENGINE
818.3666667,94102,PRIVATE
1381.65,94102,MEDIC
544.55,94102,ENGINE
347.55,94102,ENGINE
544.55,94102,PRIVATE
868.1333333,94102,CHIEF
824.85,94102,ENGINE
354.7333333,94102,MEDIC
607.4833333,94102,ENGINE
780.2,94102,PRIVATE
76.21666667,94102,TRUCK
515.6,94102,MEDIC
880.4666667,94102,MEDIC
1039.2,94102,PRIVATE
780.2,94102,ENGINE
607.4833333,94102,ENGINE
1212.9,94102,ENGINE
1206.083333,94102,ENGINE
116.9333333,94102,MEDIC
607.4833333,94102,TRUCK
1327.65,94102,MEDIC
76.21666667,94102,CHIEF
1160.366667,94102,ENGINE
599.2666667,94102,MEDIC
963.8,94102,TRUCK
682.7333333,94102,ENGINE
530.9333333,94102,PRIVATE
88.3,94102,MEDIC
770.0333333,94102,PRIVATE
347.55,94102,TRUCK
799.5166667,94102,PRIVATE
1206.083333,94102,MEDIC
1152.266667,94102,RESCUE CAPTAIN
347.55,94102,MEDIC
347.55,94102,CHIEF
609.4666667,94102,CHIEF
140.25,94102,MEDIC
1038.833333,94102,PRIVATE
841.6166667,94102,PRIVATE
238.2833333,94102,MEDIC
682.7333333,94102,ENGINE
607.4833333,94102,TRUCK
239.4166667,94102,TRUCK
824.85,94102,PRIVATE
378.8,94102,MEDIC
1160.366667,94102,ENGINE
783.5666667,94102,MEDIC
1171.4,94102,MEDIC
76.21666667,94102,ENGINE
207.55,94102,ENGINE
713.2166667,94102,MEDIC
554.55,94102,ENGINE
1160.366667,94102,TRUCK
197.6166667,94102,MEDIC
102.9333333,94102,ENGINE
869.6666667,94102,ENGINE
207.55,94102,MEDIC
677.6833333,94102,CHIEF
1093.35,94102,MEDIC
1039.2,94102,ENGINE
172.8,94102,TRUCK
788.3,94102,PRIVATE
682.7333333,94102,TRUCK
626.1,94102,PRIVATE
354.7333333,94102,ENGINE
905.5666667,94102,ENGINE
607.4833333,94102,ENGINE
607.4833333,94102,CHIEF
607.4833333,94102,RESCUE SQUAD
548.2333333,94102,MEDIC
152.1666667,94102,MEDIC
81.01666667,94102,PRIVATE
963.8,94102,CHIEF
498.7,94102,MEDIC
758.0333333,94102,TRUCK
1279.066667,94102,PRIVATE
904.2333333,94102,ENGINE
1279.066667,94102,ENGINE
347.55,94102,ENGINE
609.4666667,94102,ENGINE
347.55,94102,RESCUE SQUAD
1438.8,94102,MEDIC
963.8,94102,TRUCK
609.4666667,94102,ENGINE
152.1666667,94102,ENGINE
172.8,94102,PRIVATE
939.7333333,94102,MEDIC
905.5666667,94102,MEDIC
611.25,94102,MEDIC
677.6833333,94102,ENGINE
1234.383333,94102,MEDIC
843.1833333,94102,ENGINE
856.55,94102,PRIVATE
843.1833333,94102,CHIEF
895.75,94102,RESCUE CAPTAIN
1207.133333,94102,ENGINE
635.85,94102,ENGINE
540.85,94102,ENGINE
1014.966667,94102,ENGINE
950.2333333,94102,MEDIC
566.9833333,94102,MEDIC
895.75,94102,PRIVATE
519.8833333,94102,PRIVATE
1048.033333,94102,MEDIC
260.6833333,94102,PRIVATE
122.3833333,94102,PRIVATE
895.75,94102,ENGINE
703.3333333,94102,PRIVATE
1063.733333,94102,PRIVATE
856.55,94102,ENGINE
127.0666667,94102,MEDIC
690.1833333,94102,ENGINE
958.4666667,94102,PRIVATE
950.2333333,94102,ENGINE
845.0333333,94102,MEDIC
1048.033333,94102,ENGINE
635.85,94102,PRIVATE
80.28333333,94102,ENGINE
151.6833333,94102,ENGINE
843.1833333,94102,ENGINE
12.3,94102,PRIVATE
843.1833333,94102,TRUCK
519.8833333,94102,ENGINE
178.4833333,94102,TRUCK
127.0666667,94102,MEDIC
1338.4,94102,ENGINE
690.1833333,94102,PRIVATE
833.05,94102,CHIEF
533.6833333,94102,ENGINE
1063.733333,94102,RESCUE CAPTAIN
540.85,94102,CHIEF
1225.733333,94102,PRIVATE
1300,94102,MEDIC
618.4333333,94102,MEDIC
27.78333333,94102,ENGINE
110.5333333,94102,TRUCK
477.9666667,94102,PRIVATE
833.05,94102,ENGINE
381.1833333,94102,MEDIC
1300,94102,CHIEF
917.7666667,94102,ENGINE
833.05,94102,ENGINE
515.85,94102,PRIVATE
27.78333333,94102,TRUCK
761.4666667,94102,PRIVATE
544.4333333,94102,ENGINE
1014.966667,94102,MEDIC
682.75,94102,MEDIC
587.0666667,94102,PRIVATE
1225.733333,94102,CHIEF
821.6,94102,ENGINE
540.85,94102,ENGINE
544.4333333,94102,PRIVATE
833.05,94102,TRUCK
1338.4,94102,MEDIC
826.7333333,94102,ENGINE
98.58333333,94102,MEDIC
1207.133333,94102,TRUCK
690.1833333,94102,TRUCK
666.2833333,94102,MEDIC
618.4333333,94102,ENGINE
1291,94102,MEDIC
796.1333333,94102,ENGINE
533.6833333,94102,MEDIC
350.5666667,94102,PRIVATE
699.1166667,94102,MEDIC
1225.733333,94102,ENGINE
1036.516667,94102,MEDIC
917.7666667,94102,MEDIC
80.28333333,94102,MEDIC
769.9666667,94102,PRIVATE
122.3833333,94102,ENGINE
1300,94102,ENGINE
1063.733333,94102,ENGINE
12.3,94102,ENGINE
151.6833333,94102,MEDIC
1148.05,94102,MEDIC
682.75,94102,ENGINE
1291,94102,ENGINE
780.55,94102,PRIVATE
826.7333333,94102,MEDIC
540.85,94102,TRUCK
843.1833333,94102,CHIEF
381.1833333,94102,ENGINE
151.6833333,94102,TRUCK
350.5666667,94102,ENGINE
98.58333333,94102,ENGINE
630.55,94102,MEDIC
843.1833333,94102,TRUCK
958.4666667,94102,TRUCK
566.9833333,94102,ENGINE
1148.05,94102,ENGINE
692.2833333,94102,MEDIC
540.5666667,94102,TRUCK
941.35,94102,MEDIC
717.5833333,94102,TRUCK
376.4666667,94102,ENGINE
1085.716667,94102,ENGINE
1041.7,94102,MEDIC
1086.733333,94102,ENGINE
1074.7,94102,ENGINE
999.6166667,94102,PRIVATE
1086.733333,94102,MEDIC
811.9,94102,MEDIC
921.5,94102,PRIVATE
1105.35,94102,TRUCK
540.5666667,94102,ENGINE
1254.5,94102,CHIEF
88.23333333,94102,MEDIC
742.6166667,94102,ENGINE
1074.7,94102,MEDIC
511.3666667,94102,MEDIC
988.2333333,94102,ENGINE
967.3166667,94102,ENGINE
540.5666667,94102,CHIEF
868.15,94102,MEDIC
579.9666667,94102,PRIVATE
813.9666667,94102,ENGINE
1317.383333,94102,ENGINE
1317.383333,94102,MEDIC
858.5,94102,MEDIC
857.3166667,94102,MEDIC
948.5333333,94102,ENGINE
579.9666667,94102,PRIVATE
608.7833333,94102,PRIVATE
967.3166667,94102,MEDIC
376.4666667,94102,MEDIC
948.5333333,94102,CHIEF
988.2333333,94102,MEDIC
717.5833333,94102,ENGINE
1041.7,94102,ENGINE
1085.716667,94102,PRIVATE
1105.35,94102,ENGINE
813.9666667,94102,TRUCK
1332.75,94102,MEDIC
12.85,94102,MEDIC
794.6666667,94102,PRIVATE
1317.383333,94102,MEDIC
1243.716667,94102,ENGINE
1254.5,94102,TRUCK
813.9666667,94102,CHIEF
559.5333333,94102,MEDIC
562.25,94102,MEDIC
1254.5,94102,MEDIC
858.5,94102,TRUCK
533.6833333,94102,MEDIC
90.01666667,94102,TRUCK
742.6166667,94102,PRIVATE
717.5833333,94102,CHIEF
536.7,94102,ENGINE
1086.733333,94102,PRIVATE
1105.35,94102,MEDIC
941.35,94102,ENGINE
1331.816667,94102,ENGINE
948.5333333,94102,TRUCK
811.9,94102,ENGINE
403.2166667,94102,MEDIC
1243.716667,94102,PRIVATE
993.75,94102,MEDIC
88.23333333,94102,ENGINE
90.01666667,94102,ENGINE
692.2833333,94102,ENGINE
921.5,94102,ENGINE
537.5833333,94102,MEDIC
345.8,94102,MEDIC
986.3833333,94102,PRIVATE
999.6166667,94102,ENGINE
1254.5,94102,ENGINE
857.3166667,94102,ENGINE
536.7,94102,MEDIC
794.6666667,94102,TRUCK
1331.816667,94102,MEDIC
511.3666667,94102,TRUCK
90.01666667,94102,CHIEF
1004.6,94102,ENGINE
1278.666667,94102,MEDIC
1320.85,94102,RESCUE CAPTAIN
1326.883333,94102,TRUCK
775.7833333,94102,MEDIC
642.6166667,94102,ENGINE
637.9166667,94102,ENGINE
1326.883333,94102,CHIEF
8.633333333,94102,ENGINE
1130.566667,94102,TRUCK
1326.883333,94102,TRUCK
642.6166667,94102,CHIEF
1257.6,94102,TRUCK
642.6166667,94102,TRUCK
1320.85,94102,ENGINE
636.05,94102,ENGINE
846.8666667,94102,ENGINE
350.4833333,94102,PRIVATE
42.11666667,94102,MEDIC
1320.85,94102,MEDIC
845.2833333,94102,ENGINE
805.95,94102,ENGINE
860.6,94102,PRIVATE
1320.85,94102,CHIEF
846.8666667,94102,PRIVATE
1424.416667,94102,ENGINE
1320.85,94102,CHIEF
1217.983333,94102,ENGINE
368.05,94102,PRIVATE
1246.166667,94102,MEDIC
465.4833333,94102,MEDIC
1206.083333,94102,MEDIC
551.5,94102,ENGINE
214.1166667,94102,MEDIC
1093.7,94102,ENGINE
1004.6,94102,MEDIC
805.95,94102,TRUCK
1143.633333,94102,ENGINE
780.65,94102,MEDIC
643.6166667,94102,ENGINE
1196.816667,94102,MEDIC
806.1333333,94102,MEDIC
1345.8,94102,ENGINE
760.7333333,94102,ENGINE
1053.75,94102,MEDIC
1320.85,94102,MEDIC
753.65,94102,RESCUE SQUAD
669.8333333,94102,MEDIC
846.8666667,94102,ENGINE
1217.983333,94102,MEDIC
151.3666667,94102,TRUCK
8.633333333,94102,MEDIC
780.65,94102,ENGINE
860.6,94102,ENGINE
805.95,94102,PRIVATE
22.36666667,94102,PRIVATE
1091.433333,94102,ENGINE
1143.633333,94102,MEDIC
22.36666667,94102,ENGINE
1130.566667,94102,RESCUE CAPTAIN
831.5666667,94102,ENGINE
1246.166667,94102,ENGINE
214.1166667,94102,ENGINE
760.7333333,94102,MEDIC
1089.25,94102,PRIVATE
1093.7,94102,TRUCK
188.0333333,94102,ENGINE
1130.566667,94102,ENGINE
1093.283333,94102,MEDIC
864.8166667,94102,MEDIC
465.4833333,94102,ENGINE
188.0333333,94102,MEDIC
637.9166667,94102,MEDIC
1345.8,94102,MEDIC
149.1333333,94102,PRIVATE
1130.566667,94102,RESCUE SQUAD
30.06666667,94102,MEDIC
1326.883333,94102,ENGINE
119.0166667,94102,MEDIC
669.8333333,94102,ENGINE
96.46666667,94102,MEDIC
710.2333333,94102,MEDIC
30.06666667,94102,ENGINE
1252.866667,94102,TRUCK
1091.433333,94102,TRUCK
845.2833333,94102,TRUCK
1252.866667,94102,ENGINE
775.7833333,94102,ENGINE
753.65,94102,MEDIC
1326.883333,94102,CHIEF
965.25,94102,MEDIC
1130.566667,94102,CHIEF
465.4833333,94102,ENGINE
860.6,94102,TRUCK
1093.7,94102,CHIEF
643.6166667,94102,PRIVATE
119.0166667,94102,MEDIC
1130.566667,94102,MEDIC
1320.85,94102,TRUCK
551.5,94102,MEDIC
757.8666667,94102,PRIVATE
901.55,94102,MEDIC
1194.016667,94102,MEDIC
901.55,94102,ENGINE
642.6166667,94102,ENGINE
1053.75,94102,ENGINE
1424.416667,94102,TRUCK
813.5166667,94102,ENGINE
1073.983333,94102,ENGINE
1123.6,94102,MEDIC
1237.75,94102,MEDIC
632.3833333,94102,ENGINE
813.5166667,94102,TRUCK
1143.883333,94102,CHIEF
610.7666667,94102,PRIVATE
613.25,94102,ENGINE
824.8166667,94102,PRIVATE
535.1666667,94102,MEDIC
437.7833333,94102,MEDIC
963.8666667,94102,TRUCK
793.3666667,94102,ENGINE
652.2833333,94102,PRIVATE
588.0166667,94102,MEDIC
793.3666667,94102,RESCUE SQUAD
610.7666667,94102,ENGINE
564.6666667,94102,MEDIC
607.2333333,94102,TRUCK
752.8,94102,MEDIC
