received_times,all_data.zipcode_of_incident,all_data.unit_type
862.9166667,94110,MEDIC
939.9333333,94110,ENGINE
899.5833333,94110,MEDIC
984.2833333,94110,MEDIC
644.5166667,94110,PRIVATE
716.5666667,94110,MEDIC
1401.866667,94110,ENGINE
824.8166667,94110,CHIEF
984.2833333,94110,RESCUE SQUAD
591.5333333,94110,CHIEF
543.0333333,94110,ENGINE
406.8666667,94110,RESCUE CAPTAIN
939.9333333,94110,MEDIC
1028.066667,94110,MEDIC
899.5833333,94110,PRIVATE
258.2166667,94110,PRIVATE
1031.466667,94110,TRUCK
746.4,94110,PRIVATE
406.8666667,94110,MEDIC
705.9,94110,ENGINE
718.0666667,94110,MEDIC
971.2833333,94110,PRIVATE
454.4333333,94110,MEDIC
591.5333333,94110,TRUCK
591.5333333,94110,ENGINE
1401.866667,94110,MEDIC
839.7333333,94110,MEDIC
258.2166667,94110,PRIVATE
94.73333333,94110,PRIVATE
1157.783333,94110,ENGINE
567.6166667,94110,MEDIC
587.65,94110,MEDIC
258.2166667,94110,ENGINE
1028.016667,94110,ENGINE
939.9333333,94110,RESCUE CAPTAIN
824.8166667,94110,ENGINE
1267.983333,94110,MEDIC
977.9833333,94110,ENGINE
868.6333333,94110,TRUCK
1304.766667,94110,ENGINE
1028.016667,94110,PRIVATE
1299.75,94110,MEDIC
1028.066667,94110,ENGINE
454.4333333,94110,ENGINE
1279.983333,94110,MEDIC
1157.783333,94110,MEDIC
824.8166667,94110,TRUCK
746.4,94110,ENGINE
977.9833333,94110,MEDIC
406.8666667,94110,ENGINE
984.2833333,94110,ENGINE
1279.983333,94110,ENGINE
868.6333333,94110,ENGINE
569.7166667,94110,MEDIC
94.73333333,94110,ENGINE
1072.983333,94110,MEDIC
895.65,94110,MEDIC
94.73333333,94110,RESCUE CAPTAIN
569.7166667,94110,ENGINE
868.6333333,94110,CHIEF
899.5833333,94110,ENGINE
1001.6,94110,MEDIC
441.8333333,94110,TRUCK
805.95,94110,MEDIC
395.6,94110,ENGINE
960.1333333,94110,ENGINE
1363.583333,94110,MEDIC
1328.616667,94110,PRIVATE
524.4833333,94110,TRUCK
979.1666667,94110,PRIVATE
399.5166667,94110,ENGINE
545.25,94110,TRUCK
441.8333333,94110,RESCUE SQUAD
1280.1,94110,MEDIC
734.2333333,94110,PRIVATE
357.9666667,94110,MEDIC
357.9666667,94110,ENGINE
357.9666667,94110,MEDIC
1081.533333,94110,PRIVATE
648.5166667,94110,ENGINE
357.9666667,94110,PRIVATE
726.9666667,94110,MEDIC
1350.483333,94110,MEDIC
1280.1,94110,ENGINE
780.2666667,94110,TRUCK
720.5,94110,MEDIC
1230.9,94110,ENGINE
1350.483333,94110,ENGINE
357.9666667,94110,CHIEF
915.4833333,94110,MEDIC
441.8333333,94110,MEDIC
331.6166667,94110,PRIVATE
41.13333333,94110,MEDIC
780.5833333,94110,MEDIC
1050.866667,94110,CHIEF
357.9666667,94110,RESCUE SQUAD
357.9666667,94110,CHIEF
862.1166667,94110,ENGINE
862.1166667,94110,TRUCK
771.0333333,94110,ENGINE
1155.45,94110,PRIVATE
630.3166667,94110,PRIVATE
780.2666667,94110,ENGINE
1050.866667,94110,TRUCK
960.1333333,94110,PRIVATE
648.5166667,94110,CHIEF
818.15,94110,ENGINE
529.5333333,94110,ENGINE
357.9666667,94110,ENGINE
41.13333333,94110,ENGINE
734.2333333,94110,ENGINE
862.1166667,94110,CHIEF
757.1833333,94110,ENGINE
864.75,94110,MEDIC
1230.9,94110,TRUCK
524.4833333,94110,CHIEF
441.8333333,94110,RESCUE CAPTAIN
441.8333333,94110,CHIEF
399.5166667,94110,TRUCK
796.5666667,94110,ENGINE
357.9666667,94110,TRUCK
648.5166667,94110,TRUCK
1206.116667,94110,ENGINE
529.5333333,94110,PRIVATE
864.75,94110,TRUCK
496.7166667,94110,ENGINE
989.85,94110,TRUCK
524.4833333,94110,ENGINE
1021.65,94110,PRIVATE
989.85,94110,CHIEF
306.4666667,94110,MEDIC
496.7166667,94110,MEDIC
796.5666667,94110,PRIVATE
441.8333333,94110,ENGINE
989.85,94110,ENGINE
699.0333333,94110,MEDIC
399.5166667,94110,MEDIC
1206.116667,94110,PRIVATE
915.4833333,94110,ENGINE
1050.866667,94110,ENGINE
771.0333333,94110,MEDIC
441.8333333,94110,MEDIC
357.9666667,94110,TRUCK
1174.166667,94110,ENGINE
357.9666667,94110,ENGINE
357.9666667,94110,CHIEF
1081.533333,94110,ENGINE
1230.9,94110,CHIEF
974.2,94110,ENGINE
804.6833333,94110,ENGINE
1079.633333,94110,MEDIC
599.1,94110,PRIVATE
785.1,94110,MEDIC
870.2166667,94110,ENGINE
490.7666667,94110,MEDIC
963.7333333,94110,ENGINE
957.8333333,94110,MEDIC
998.7833333,94110,ENGINE
974.2,94110,CHIEF
229.85,94110,ENGINE
713.3666667,94110,ENGINE
870.2166667,94110,MEDIC
1151.566667,94110,MEDIC
1022.933333,94110,MEDIC
974.2,94110,ENGINE
870.2166667,94110,TRUCK
490.7666667,94110,RESCUE CAPTAIN
1079.633333,94110,ENGINE
998.7833333,94110,CHIEF
131.2,94110,MEDIC
957.8333333,94110,ENGINE
490.7666667,94110,ENGINE
974.2,94110,ENGINE
0.183333333,94110,MEDIC
1151.566667,94110,ENGINE
974.2,94110,RESCUE SQUAD
1009.45,94110,ENGINE
1199.3,94110,MEDIC
1014.933333,94110,PRIVATE
963.7333333,94110,PRIVATE
1264.1,94110,MEDIC
974.2,94110,TRUCK
787.9666667,94110,ENGINE
1009.45,94110,MEDIC
974.2,94110,CHIEF
0.183333333,94110,ENGINE
1014.933333,94110,ENGINE
801.9833333,94110,ENGINE
1050.733333,94110,MEDIC
998.7833333,94110,TRUCK
1180.85,94110,ENGINE
490.7666667,94110,MEDIC
936.4666667,94110,MEDIC
974.2,94110,CHIEF
120.0333333,94110,TRUCK
713.3666667,94110,MEDIC
120.0333333,94110,CHIEF
131.2,94110,ENGINE
974.2,94110,TRUCK
870.2166667,94110,RESCUE CAPTAIN
974.2,94110,INVESTIGATION
1022.933333,94110,RESCUE SQUAD
205.3333333,94110,MEDIC
1012.55,94110,PRIVATE
870.2166667,94110,CHIEF
614.2333333,94110,MEDIC
1178.35,94110,MEDIC
120.0333333,94110,ENGINE
974.2,94110,ENGINE
599.1,94110,ENGINE
229.85,94110,MEDIC
785.1,94110,ENGINE
974.2,94110,MEDIC
936.4666667,94110,ENGINE
1201.333333,94110,ENGINE
674.3166667,94110,ENGINE
77.38333333,94110,ENGINE
411.2666667,94110,ENGINE
898.4,94110,MEDIC
427.45,94110,MEDIC
742.55,94110,TRUCK
112.2333333,94110,ENGINE
1331.266667,94110,TRUCK
964.4666667,94110,MEDIC
989.9166667,94110,CHIEF
993.7,94110,MEDIC
989.1833333,94110,CHIEF
411.2666667,94110,CHIEF
16.78333333,94110,ENGINE
656.6,94110,ENGINE
1162.666667,94110,MEDIC
77.9,94110,CHIEF
989.9166667,94110,TRUCK
1162.666667,94110,MEDIC
884.0666667,94110,MEDIC
1128.5,94110,ENGINE
742.55,94110,CHIEF
176.3333333,94110,MEDIC
16.78333333,94110,MEDIC
1331.266667,94110,CHIEF
898.4,94110,ENGINE
657.4833333,94110,ENGINE
1340.65,94110,MEDIC
1162.666667,94110,PRIVATE
1390.983333,94110,MEDIC
848.0666667,94110,TRUCK
661.25,94110,MEDIC
1249.45,94110,ENGINE
521.3666667,94110,MEDIC
427.45,94110,RESCUE SQUAD
989.9166667,94110,ENGINE
1197.7,94110,ENGINE
193.55,94110,MEDIC
1197.7,94110,PRIVATE
771.25,94110,MEDIC
645.3166667,94110,MEDIC
411.2666667,94110,TRUCK
848.0666667,94110,ENGINE
184.1,94110,PRIVATE
1090.866667,94110,MEDIC
989.1833333,94110,MEDIC
989.1833333,94110,MEDIC
771.25,94110,ENGINE
427.45,94110,CHIEF
993.7,94110,MEDIC
656.6,94110,TRUCK
1331.266667,94110,ENGINE
988.95,94110,TRUCK
427.45,94110,CHIEF
742.55,94110,ENGINE
976.2166667,94110,ENGINE
77.38333333,94110,MEDIC
112.2333333,94110,PRIVATE
988.95,94110,ENGINE
1090.866667,94110,MEDIC
579.4166667,94110,ENGINE
988.95,94110,CHIEF
427.45,94110,ENGINE
1128.5,94110,MEDIC
848.0666667,94110,CHIEF
976.2166667,94110,MEDIC
427.45,94110,RESCUE CAPTAIN
427.45,94110,TRUCK
657.4833333,94110,PRIVATE
361.1833333,94110,PRIVATE
1140.066667,94110,PRIVATE
1288.783333,94110,MEDIC
243.6666667,94110,PRIVATE
571.5666667,94110,PRIVATE
607.2166667,94110,ENGINE
32.7,94110,PRIVATE
1114.083333,94110,TRUCK
48.55,94110,PRIVATE
854.2833333,94110,RESCUE SQUAD
384.1833333,94110,PRIVATE
580.75,94110,MEDIC
32.7,94110,PRIVATE
1171.133333,94110,ENGINE
607.2166667,94110,MEDIC
938.2,94110,PRIVATE
991.95,94110,RESCUE SQUAD
975.3,94110,ENGINE
48.55,94110,RESCUE CAPTAIN
684.6,94110,TRUCK
589.4,94110,MEDIC
765.55,94110,PRIVATE
1288.783333,94110,ENGINE
384.1833333,94110,ENGINE
589.4,94110,ENGINE
1203.983333,94110,ENGINE
975.3,94110,MEDIC
991.95,94110,ENGINE
863.1,94110,ENGINE
48.55,94110,TRUCK
293.4666667,94110,MEDIC
48.55,94110,MEDIC
1171.133333,94110,MEDIC
1362.716667,94110,MEDIC
829.7,94110,MEDIC
991.95,94110,MEDIC
854.2833333,94110,MEDIC
1140.066667,94110,ENGINE
1270.8,94110,MEDIC
48.55,94110,CHIEF
1171.133333,94110,PRIVATE
765.55,94110,MEDIC
293.4666667,94110,ENGINE
863.1,94110,TRUCK
854.2833333,94110,ENGINE
863.1,94110,MEDIC
48.55,94110,ENGINE
876.2666667,94111,MEDIC
1016.983333,94111,PRIVATE
1016.983333,94111,TRUCK
1016.983333,94111,MEDIC
1357.8,94111,MEDIC
1016.983333,94111,ENGINE
655.95,94111,PRIVATE
1115.783333,94111,ENGINE
1226.333333,94111,ENGINE
1216.666667,94111,MEDIC
1016.983333,94111,RESCUE CAPTAIN
1226.333333,94111,TRUCK
1226.333333,94111,MEDIC
1016.983333,94111,CHIEF
1216.666667,94111,ENGINE
1115.783333,94111,TRUCK
1158.433333,94111,SUPPORT
1158.433333,94111,MEDIC
1373.9,94111,MEDIC
958.6166667,94111,MEDIC
400.6833333,94111,PRIVATE
533.95,94111,MEDIC
958.6166667,94111,RESCUE CAPTAIN
632.7666667,94111,TRUCK
852.7666667,94111,MEDIC
1158.433333,94111,ENGINE
632.7666667,94111,ENGINE
852.7666667,94111,ENGINE
663.8,94111,MEDIC
1158.433333,94111,ENGINE
958.6166667,94111,ENGINE
623.2,94111,ENGINE
991.0666667,94111,TRUCK
1354.1,94111,ENGINE
1176.383333,94111,ENGINE
612.6666667,94111,MEDIC
1311.366667,94111,PRIVATE
886.35,94111,PRIVATE
309.8833333,94111,ENGINE
612.6666667,94111,ENGINE
886.35,94111,ENGINE
612.6666667,94111,MEDIC
454.3166667,94111,ENGINE
454.3166667,94111,MEDIC
927.65,94111,MEDIC
1217.383333,94111,ENGINE
1217.383333,94111,TRUCK
1354.1,94111,MEDIC
817.2666667,94111,MEDIC
309.8833333,94111,MEDIC
991.0666667,94111,ENGINE
477.85,94111,PRIVATE
1176.383333,94111,MEDIC
623.2,94111,PRIVATE
817.2666667,94111,ENGINE
52.68333333,94111,ENGINE
619.5833333,94111,SUPPORT
619.5833333,94111,ENGINE
532.0666667,94111,MEDIC
585.65,94111,PRIVATE
52.68333333,94111,TRUCK
155.1666667,94111,ENGINE
619.5833333,94111,PRIVATE
1269.75,94111,MEDIC
619.5833333,94111,SUPPORT
155.1666667,94111,TRUCK
619.5833333,94111,ENGINE
619.5833333,94111,SUPPORT
619.5833333,94111,ENGINE
11.76666667,94111,MEDIC
585.65,94111,ENGINE
532.0666667,94111,ENGINE
52.68333333,94111,CHIEF
619.5833333,94111,TRUCK
619.5833333,94111,ENGINE
619.5833333,94111,RESCUE SQUAD
619.5833333,94111,RESCUE CAPTAIN
619.5833333,94111,CHIEF
619.5833333,94111,TRUCK
11.76666667,94111,ENGINE
1402.316667,94111,ENGINE
1273.6,94111,MEDIC
1291.15,94111,MEDIC
1309.566667,94111,PRIVATE
1309.566667,94111,ENGINE
952.8333333,94111,ENGINE
952.8333333,94111,MEDIC
1273.6,94111,ENGINE
523.0833333,94111,MEDIC
1192.983333,94111,ENGINE
1103.533333,94111,ENGINE
1286.333333,94111,MEDIC
1103.533333,94111,MEDIC
526.4,94111,ENGINE
763.1166667,94111,MEDIC
763.1166667,94111,ENGINE
1192.983333,94111,MEDIC
526.4,94111,MEDIC
273.15,94111,MEDIC
459.8333333,94111,CHIEF
459.8333333,94111,SUPPORT
1167.85,94111,MEDIC
944.75,94111,ENGINE
459.8333333,94111,TRUCK
459.8333333,94111,ENGINE
459.8333333,94111,ENGINE
1111.716667,94111,MEDIC
569.2833333,94111,ENGINE
1111.716667,94111,RESCUE CAPTAIN
1167.85,94111,ENGINE
1111.716667,94111,ENGINE
569.2833333,94111,MEDIC
569.2833333,94111,TRUCK
658.9833333,94111,PRIVATE
459.8333333,94111,ENGINE
944.75,94111,PRIVATE
658.9833333,94111,ENGINE
1201.866667,94111,MEDIC
758.7,94111,ENGINE
758.7,94111,SUPPORT
960.4,94111,ENGINE
923.3833333,94111,PRIVATE
550.45,94111,PRIVATE
817.7833333,94111,ENGINE
556.8,94111,ENGINE
1201.866667,94111,ENGINE
817.7833333,94111,MEDIC
556.8,94111,PRIVATE
758.7,94111,TRUCK
758.7,94111,ENGINE
923.3833333,94111,ENGINE
758.7,94111,CHIEF
960.4,94111,MEDIC
1290.45,94111,MEDIC
691.7666667,94111,CHIEF
1290.45,94111,ENGINE
475.3333333,94111,ENGINE
691.7666667,94111,ENGINE
571.4,94111,ENGINE
571.4,94111,RESCUE CAPTAIN
1422.733333,94111,MEDIC
475.3333333,94111,PRIVATE
571.4,94111,PRIVATE
691.7666667,94111,TRUCK
1290.45,94111,ENGINE
467.8833333,94111,TRUCK
188.3333333,94111,ENGINE
1176.533333,94111,PRIVATE
1176.533333,94111,ENGINE
1328.133333,94111,MEDIC
227,94111,PRIVATE
467.8833333,94111,ENGINE
199.7333333,94111,ENGINE
199.7333333,94111,TRUCK
467.8833333,94111,CHIEF
188.3333333,94111,MEDIC
199.7333333,94111,CHIEF
36.26666667,94111,MEDIC
397.4333333,94111,MEDIC
397.4333333,94111,ENGINE
114.4833333,94111,ENGINE
279.85,94111,CHIEF
636.2666667,94111,ENGINE
279.85,94111,MEDIC
279.85,94111,CHIEF
279.85,94111,CHIEF
114.4833333,94111,RESCUE CAPTAIN
279.85,94111,ENGINE
279.85,94111,TRUCK
415.25,94111,MEDIC
63.68333333,94111,MEDIC
279.85,94111,RESCUE SQUAD
279.85,94111,TRUCK
279.85,94111,ENGINE
63.68333333,94111,ENGINE
114.4833333,94111,MEDIC
279.85,94111,ENGINE
415.25,94111,ENGINE
279.85,94111,ENGINE
279.85,94111,ENGINE
636.2666667,94111,MEDIC
279.85,94111,CHIEF
279.85,94111,RESCUE CAPTAIN
943.7833333,94111,ENGINE
342.4666667,94111,TRUCK
1316.933333,94111,ENGINE
1424.216667,94111,PRIVATE
1316.933333,94111,MEDIC
1150.016667,94111,ENGINE
9.083333333,94111,MEDIC
988.9333333,94111,ENGINE
988.9333333,94111,MEDIC
1150.016667,94111,MEDIC
342.4666667,94111,CHIEF
91.43333333,94111,MEDIC
342.4666667,94111,ENGINE
1213.083333,94112,MEDIC
790.85,94112,ENGINE
1069.2,94112,RESCUE CAPTAIN
428.1166667,94112,PRIVATE
729.25,94112,ENGINE
790.85,94112,MEDIC
1069.2,94112,ENGINE
729.25,94112,CHIEF
97.58333333,94112,TRUCK
646.05,94112,PRIVATE
691.3,94112,PRIVATE
691.3,94112,ENGINE
97.58333333,94112,ENGINE
790.85,94112,RESCUE CAPTAIN
729.25,94112,TRUCK
646.05,94112,ENGINE
1069.2,94112,MEDIC
1213.083333,94112,ENGINE
399.3333333,94112,MEDIC
428.1166667,94112,ENGINE
399.3333333,94112,ENGINE
1321.8,94112,ENGINE
160.9833333,94112,RESCUE SQUAD
160.9833333,94112,ENGINE
160.9833333,94112,CHIEF
569.5833333,94112,RESCUE CAPTAIN
1327.283333,94112,MEDIC
160.9833333,94112,TRUCK
738.6333333,94112,MEDIC
504.5,94112,MEDIC
1226.55,94112,TRUCK
160.9833333,94112,ENGINE
1222,94112,MEDIC
1207.95,94112,ENGINE
569.5833333,94112,ENGINE
1222,94112,RESCUE CAPTAIN
364.85,94112,MEDIC
160.9833333,94112,MEDIC
1321.8,94112,MEDIC
1279.65,94112,MEDIC
1222,94112,ENGINE
569.5833333,94112,PRIVATE
569.5833333,94112,MEDIC
160.9833333,94112,CHIEF
364.85,94112,ENGINE
749.05,94112,TRUCK
1279.65,94112,ENGINE
1207.95,94112,MEDIC
1279.65,94112,ENGINE
738.6333333,94112,ENGINE
884.0666667,94112,ENGINE
160.9833333,94112,CHIEF
194.9166667,94112,MEDIC
160.9833333,94112,TRUCK
160.9833333,94112,ENGINE
8.283333333,94112,MEDIC
732.0166667,94112,ENGINE
1245.133333,94112,MEDIC
543.8333333,94112,CHIEF
910.4833333,94112,CHIEF
369.1833333,94112,CHIEF
1303.133333,94112,MEDIC
1107.65,94112,PRIVATE
1145.283333,94112,RESCUE CAPTAIN
1150.016667,94112,MEDIC
112.2666667,94112,MEDIC
967.2666667,94112,ENGINE
1214.916667,94112,MEDIC
907.0333333,94112,MEDIC
967.2666667,94112,MEDIC
1107.65,94112,ENGINE
369.1833333,94112,TRUCK
543.8333333,94112,TRUCK
369.1833333,94112,ENGINE
910.4833333,94112,ENGINE
950.0666667,94112,ENGINE
543.8333333,94112,ENGINE
1245.133333,94112,ENGINE
950.0666667,94112,MEDIC
844.3333333,94112,ENGINE
580.8833333,94112,MEDIC
907.0333333,94112,ENGINE
1107.65,94112,RESCUE CAPTAIN
889.2333333,94112,MEDIC
708.8833333,94112,MEDIC
844.3333333,94112,MEDIC
708.8833333,94112,TRUCK
910.4833333,94112,TRUCK
732.0166667,94112,TRUCK
8.283333333,94112,ENGINE
1145.283333,94112,MEDIC
567.65,94112,ENGINE
1003.183333,94112,MEDIC
1436.25,94112,ENGINE
1023.416667,94112,ENGINE
985.8,94112,PRIVATE
1305.933333,94112,ENGINE
1023.416667,94112,ENGINE
1029.366667,94112,TRUCK
624.15,94112,ENGINE
624.15,94112,MEDIC
1322.266667,94112,TRUCK
1023.416667,94112,MEDIC
597.1166667,94112,MEDIC
863.65,94112,TRUCK
863.65,94112,ENGINE
1322.266667,94112,ENGINE
567.65,94112,PRIVATE
824.05,94112,MEDIC
824.05,94112,ENGINE
1305.933333,94112,TRUCK
1436.25,94112,PRIVATE
1003.183333,94112,ENGINE
1322.266667,94112,ENGINE
1322.266667,94112,PRIVATE
1102.566667,94112,MEDIC
910.45,94112,ENGINE
61.96666667,94112,RESCUE CAPTAIN
766.6,94112,MEDIC
61.96666667,94112,PRIVATE
171.0666667,94112,PRIVATE
61.96666667,94112,ENGINE
61.96666667,94112,PRIVATE
1131.7,94112,PRIVATE
748.7166667,94112,MEDIC
1255.183333,94112,PRIVATE
171.0666667,94112,ENGINE
1223.966667,94112,ENGINE
1223.966667,94112,PRIVATE
910.45,94112,MEDIC
613.1166667,94112,ENGINE
766.6,94112,ENGINE
613.1166667,94112,MEDIC
748.7166667,94112,ENGINE
1069.066667,94112,RESCUE CAPTAIN
1069.066667,94112,ENGINE
1255.183333,94112,ENGINE
796.7166667,94112,MEDIC
1069.066667,94112,MEDIC
697.4666667,94112,ENGINE
619.5,94112,TRUCK
1162.783333,94112,MEDIC
1251.45,94112,ENGINE
1332.6,94112,TRUCK
1012.733333,94112,ENGINE
619.5,94112,ENGINE
1260.3,94112,PRIVATE
1246.233333,94112,MEDIC
203.15,94112,MEDIC
584.6,94112,ENGINE
1251.45,94112,MEDIC
203.15,94112,RESCUE CAPTAIN
233.1666667,94112,ENGINE
1012.733333,94112,TRUCK
1332.6,94112,MEDIC
1313.833333,94112,ENGINE
800.4166667,94112,MEDIC
754.2666667,94112,ENGINE
1012.733333,94112,CHIEF
1313.833333,94112,MEDIC
584.6,94112,MEDIC
983.2166667,94112,TRUCK
800.4166667,94112,ENGINE
953.8166667,94112,PRIVATE
983.2166667,94112,ENGINE
799.6333333,94112,PRIVATE
1245.716667,94112,MEDIC
697.4666667,94112,MEDIC
1246.233333,94112,ENGINE
799.6333333,94112,ENGINE
754.2666667,94112,MEDIC
203.15,94112,ENGINE
1424.066667,94112,MEDIC
767.5666667,94112,ENGINE
763.9,94112,RESCUE CAPTAIN
768.1333333,94112,PRIVATE
1108.25,94112,ENGINE
1015.55,94112,MEDIC
1161.516667,94112,ENGINE
778.1333333,94112,TRUCK
625.85,94112,MEDIC
317.6166667,94112,PRIVATE
750.0666667,94112,MEDIC
1121.95,94112,MEDIC
1121.95,94112,ENGINE
1022.2,94112,ENGINE
778.1333333,94112,CHIEF
670.2166667,94112,TRUCK
185.1666667,94112,ENGINE
1108.25,94112,MEDIC
516.2833333,94112,ENGINE
586.6666667,94112,PRIVATE
531.5166667,94112,MEDIC
512.4666667,94112,ENGINE
767.5666667,94112,TRUCK
767.5666667,94112,MEDIC
516.2833333,94112,MEDIC
1424.066667,94112,RESCUE CAPTAIN
670.2166667,94112,MEDIC
842.6166667,94112,MEDIC
1424.066667,94112,ENGINE
704.65,94112,ENGINE
763.9,94112,ENGINE
1022.2,94112,MEDIC
1133.85,94112,MEDIC
336.7,94112,MEDIC
704.65,94112,MEDIC
1161.516667,94112,MEDIC
763.9,94112,MEDIC
924.85,94112,MEDIC
185.1666667,94112,PRIVATE
185.1666667,94112,MEDIC
1133.85,94112,PRIVATE
531.5166667,94112,ENGINE
778.1333333,94112,ENGINE
442.8166667,94112,ENGINE
18.23333333,94112,MEDIC
336.7,94112,ENGINE
750.0666667,94112,ENGINE
425.55,94112,MEDIC
1133.85,94112,ENGINE
512.4666667,94112,MEDIC
687.0166667,94112,ENGINE
149.8833333,94112,TRUCK
382.8333333,94112,MEDIC
697.6666667,94112,MEDIC
149.8833333,94112,CHIEF
1003.133333,94112,RESCUE CAPTAIN
149.8833333,94112,ENGINE
149.8833333,94112,MEDIC
756.2833333,94112,MEDIC
1003.133333,94112,MEDIC
930.8166667,94112,TRUCK
1003.133333,94112,CHIEF
932.2666667,94112,TRUCK
1061.4,94112,ENGINE
756.2833333,94112,ENGINE
1003.133333,94112,MEDIC
1014.716667,94112,RESCUE CAPTAIN
149.8833333,94112,CHIEF
1122.416667,94112,MEDIC
1014.716667,94112,MEDIC
954.1,94112,ENGINE
149.8833333,94112,ENGINE
697.6666667,94112,ENGINE
922.8833333,94112,ENGINE
930.8166667,94112,CHIEF
1003.133333,94112,TRUCK
1061.4,94112,PRIVATE
1003.133333,94112,ENGINE
687.0166667,94112,MEDIC
1183.333333,94112,MEDIC
1122.416667,94112,ENGINE
1208.666667,94112,MEDIC
930.8166667,94112,ENGINE
1014.716667,94112,ENGINE
1061.4,94112,PRIVATE
1277.666667,94112,ENGINE
1277.666667,94112,PRIVATE
954.1,94112,MEDIC
672.6166667,94112,RESCUE CAPTAIN
932.2666667,94112,CHIEF
149.8833333,94112,ENGINE
1004.816667,94112,PRIVATE
1092.95,94112,MEDIC
486.4666667,94112,ENGINE
672.6166667,94112,ENGINE
672.6166667,94112,MEDIC
932.2666667,94112,ENGINE
149.8833333,94112,RESCUE SQUAD
1003.133333,94112,MEDIC
46.15,94112,ENGINE
46.15,94112,PRIVATE
922.8833333,94112,MEDIC
149.8833333,94112,CHIEF
868.3333333,94112,MEDIC
1122.416667,94112,ENGINE
1003.133333,94112,PRIVATE
1092.95,94112,ENGINE
1003.133333,94112,RESCUE SQUAD
382.8333333,94112,ENGINE
149.8833333,94112,TRUCK
799.5666667,94112,ENGINE
1029.15,94112,ENGINE
794.1333333,94112,RESCUE CAPTAIN
516.0833333,94112,MEDIC
1063.816667,94112,ENGINE
1029.15,94112,MEDIC
1063.816667,94112,MEDIC
516.0833333,94112,ENGINE
714.9333333,94112,PRIVATE
714.9333333,94112,ENGINE
533.9166667,94112,ENGINE
794.1333333,94112,MEDIC
1029.15,94112,ENGINE
798.3,94112,MEDIC
183.8,94112,MEDIC
533.9166667,94112,MEDIC
1080.083333,94112,ENGINE
1194.7,94112,MEDIC
455.6666667,94112,ENGINE
1080.083333,94112,MEDIC
455.6666667,94112,TRUCK
285.2333333,94112,MEDIC
1029.15,94112,RESCUE CAPTAIN
96,94112,ENGINE
1029.15,94112,RESCUE CAPTAIN
96,94112,PRIVATE
455.6666667,94112,CHIEF
794.1333333,94112,ENGINE
533.9166667,94112,RESCUE CAPTAIN
926.2166667,94112,PRIVATE
926.2166667,94112,ENGINE
1422.833333,94112,MEDIC
1119.05,94112,ENGINE
841.7166667,94112,MEDIC
1119.05,94112,PRIVATE
578.45,94112,MEDIC
1204,94112,MEDIC
984.2666667,94112,MEDIC
787.1666667,94112,RESCUE SQUAD
1204,94112,ENGINE
1350.45,94112,MEDIC
1222.4,94112,MEDIC
711.7166667,94112,ENGINE
787.1666667,94112,ENGINE
73.85,94112,MEDIC
1350.45,94112,MEDIC
706.3,94112,RESCUE CAPTAIN
706.3,94112,ENGINE
723.5833333,94112,ENGINE
876.9333333,94112,MEDIC
1222.4,94112,RESCUE CAPTAIN
59.5,94112,PRIVATE
787.1666667,94112,MEDIC
644.4833333,94112,TRUCK
644.4833333,94112,ENGINE
1267.183333,94112,ENGINE
787.1666667,94112,CHIEF
59.5,94112,ENGINE
817.55,94112,ENGINE
1422.833333,94112,ENGINE
704.3333333,94112,PRIVATE
705.8666667,94112,CHIEF
551.7833333,94112,ENGINE
619.4833333,94112,PRIVATE
1222.4,94112,ENGINE
705.8666667,94112,ENGINE
705.8666667,94112,MEDIC
711.7166667,94112,MEDIC
787.1666667,94112,ENGINE
787.1666667,94112,ENGINE
723.5833333,94112,TRUCK
704.3333333,94112,ENGINE
901.3833333,94112,ENGINE
787.1666667,94112,TRUCK
1175.2,94112,ENGINE
706.3,94112,MEDIC
73.85,94112,ENGINE
705.8666667,94112,RESCUE CAPTAIN
817.55,94112,MEDIC
787.1666667,94112,CHIEF
841.7166667,94112,ENGINE
787.1666667,94112,TRUCK
901.3833333,94112,MEDIC
1267.183333,94112,MEDIC
551.7833333,94112,MEDIC
901.3833333,94112,RESCUE CAPTAIN
711.7166667,94112,TRUCK
787.1666667,94112,CHIEF
711.7166667,94112,MEDIC
640.2833333,94112,ENGINE
640.2833333,94112,CHIEF
401.1833333,94112,MEDIC
1283.033333,94112,ENGINE
62.43333333,94112,ENGINE
1189.833333,94112,ENGINE
1132.35,94112,MEDIC
1189.833333,94112,MEDIC
818.2333333,94112,MEDIC
759.4166667,94112,ENGINE
1075.483333,94112,MEDIC
640.2833333,94112,TRUCK
151,94112,PRIVATE
449.9666667,94112,MEDIC
759.4166667,94112,ENGINE
759.4166667,94112,MEDIC
640.2833333,94112,ENGINE
640.2833333,94112,CHIEF
14.53333333,94112,MEDIC
1371.633333,94112,MEDIC
640.2833333,94112,TRUCK
640.2833333,94112,CHIEF
62.43333333,94112,MEDIC
640.2833333,94112,MEDIC
669.9166667,94112,MEDIC
1132.35,94112,ENGINE
151,94112,ENGINE
1283.033333,94112,MEDIC
14.53333333,94112,ENGINE
927.8833333,94112,MEDIC
640.2833333,94112,ENGINE
1148.416667,94112,PRIVATE
818.2333333,94112,ENGINE
1132.35,94112,MEDIC
640.2833333,94112,RESCUE SQUAD
1132.35,94112,ENGINE
1139.966667,94112,MEDIC
